Peak #,X,Y
249,7.545578577599385,158.7254889586111
250,4.738635813356881,163.564179428644
251,18.613689616765104,150.73865726199216
252,14.377579091027226,158.36874851399833
253,29.294871629334057,142.746824855851
254,26.54893906107255,149.29085514891895
255,42.31505903873442,135.79791803894426
256,37.01427153422161,142.7286024892187
257,49.794760222445284,135.15131703743415
258,64.06221159266225,123.85676052850725
259,60.14679312024452,131.49167506562497
260,72.09446210468597,122.80747809267906
261,86.32025460229954,110.55231780810055
262,80.42036877519531,117.45543093894821
263,93.43310296265969,113.03689005715763
264,105.96103567415541,105.18409469721328
265,119.27614156843919,90.43022033797749
266,115.46917735696272,98.47249514121089
267,131.55225320161324,83.40709595757541
268,128.73505034718872,90.45832085010068
269,141.90842369881787,85.10815974760517
270,154.26579854807966,74.5283259602832
271,165.873034732916,64.49462630509774
272,162.35898955280288,73.45260370230297
273,178.34224888906354,58.8203902083991
274,174.55225762970647,66.3844020841491
275,188.66281002159818,52.28343132710599
276,185.88933253373324,58.81950326750729
277,198.9894936304852,44.722373014649726
278,197.2096567339143,52.282741211183435
279,210.40796171253749,39.03753197663755
280,208.6017108359937,45.718413489113516
281,221.64523960804343,34.01314624363008
282,219.4951232964913,38.58152893365523
283,233.68501135588036,26.89549898176163
284,228.50981883485605,33.15227121216523
285,245.26018060950494,20.526918240341185
286,241.47139492329427,24.631443084589648
287,257.5812492199482,12.0703556223333
288,251.81953004836643,19.584470175591033
289,268.9010386785644,5.535452859862366
290,264.12771347424325,13.070649497313703
291,274.4477205237212,5.535669004601822
292,7.542177159901969,169.94157136674795
293,3.7727083510650314,176.45845014184
294,17.707593446780756,163.38454163559112
295,15.005915778179407,169.9339112713199
296,28.932655253413273,155.27432351834324
297,26.6259799875684,163.936402710054
298,42.35828279740478,149.4444591277834
299,37.37479800721543,155.89091962616172
300,52.99911104623408,142.80399043732595
301,49.91351131964557,150.2174089916193
302,64.68150569395618,137.27126120792076
303,59.515802459119925,145.18775064445242
304,74.31161715247173,129.91226973906853
305,72.53217379157199,136.8460059796928
306,86.95672560002008,123.69125354395653
307,83.64220759844919,131.18915798404694
308,98.01371843700423,119.31319511987928
309,95.24160607708126,124.30087346211498
310,111.03622923397576,111.22493132035812
311,106.91152638430916,118.11435812277574
312,119.36695848019033,104.29641065061946
313,116.34300236608684,112.20780110021008
314,135.16410246227662,97.80694104238
315,142.14196544377933,92.13192282604514
316,152.29430624720493,84.51171290945405
317,148.96133605628802,91.51509753457445
318,164.64925018262443,77.96557015334555
319,162.07901175518086,85.92130702292883
320,176.2999665650356,73.08254266728201
321,172.5289002630181,80.36591743141179
322,188.66110151280773,65.3580417686295
323,184.8514405869374,70.97498546121555
324,200.98332908556503,57.81909850032771
325,195.2095275070238,66.35559687153258
326,210.47552609841304,51.22403411304711
327,207.547597107387,58.812052544591786
328,222.89944284862696,46.88931396028914
329,220.65763170118865,51.860496213367
330,232.25637479481622,41.006146964968806
331,245.71541635915185,30.88899797403057
332,256.6267444334955,25.08529182386887
333,254.2311018215021,33.423282306999425
334,268.89840083866005,20.594868954681683
335,264.0948921207126,27.07421607208883
336,279.229391197624,12.079031495167591
337,274.4643702288768,19.59662809453166
338,289.54463907376555,6.547537658901527
339,285.8053973077864,14.136054716916076
340,299.1038923057214,6.564627780781604
341,8.545464333550786,181.9935649163642
342,4.773232208033324,190.52858562226209
343,17.670016997520705,176.52534258129222
344,16.07151621005528,182.00617311073609
345,27.80320262004356,168.92239610550376
346,26.618850168695197,176.91911726794459
347,43.04882099014343,161.81201998557495
348,51.49233610897828,160.91323001009792
349,64.72265422362531,149.67851903858937
350,58.778856626553015,157.39198058155694
351,74.74075371519191,144.9359369805542
352,85.69200221370576,137.28962165511805
353,82.2685804425495,143.1962880017487
354,97.87299966920554,130.19902528364725
355,96.04973654322934,138.35632046697464
356,109.43193150823058,125.0811910843948
357,107.36832581544634,132.07419110905792
358,120.45348636577845,117.05845989136826
359,115.65798494982091,125.74965884022463
360,132.99047042316877,112.76013532791006
361,129.31986204968794,117.38887696876168
362,144.41757544900995,103.31039903933421
363,141.3989833889227,111.70116068069065
364,154.20750451292457,97.72611746324982
365,151.28587097256906,104.08941407407687
366,168.40176898536888,91.43056018318228
367,162.96157648981898,98.52032431697035
368,175.95054909848028,85.6779425616647
369,187.4920270402277,77.7216828120428
370,185.1314666051697,87.27345740374736
371,198.9972072517378,72.90292567227324
372,196.1665627696833,77.50362635029566
373,211.34959710703438,66.4111465442455
374,207.66632802827394,73.00899812435426
375,222.10382305247467,57.27117335301674
376,218.95073370464482,66.4629932515613
377,233.23995623963629,51.90554931340596
378,231.9889738050151,57.75744502820905
379,244.5469586313551,47.12327264293749
380,256.6929224226923,40.246562868924066
381,253.64148002128746,46.56291670592932
382,268.6003989909255,31.147186839522625
383,262.3897420250283,37.786967763251695
384,279.4276542875765,26.0222655313424
385,274.5269608256656,32.80227441010199
386,291.8518024422496,20.134051802244475
387,288.5653425654419,26.51569848130299
388,300.99705026443314,12.307743727648395
389,299.16277770173883,19.481055992614664
390,312.4849519200883,8.068771063286018
391,311.1268256552274,12.57375429005992
392,319.726393661122,6.410637442487398
393,7.54677486617652,196.0640787666637
394,4.7731998204753605,203.5992354095581
395,19.871617316817034,190.55029626774612
396,15.104610427148726,196.0673323437641
397,30.958639693411527,182.64048636833982
398,27.51452703282314,188.72536670873177
399,44.05510580404549,177.05909589905838
400,39.42540345543258,185.1104237415521
401,52.56232929648965,168.92492452069845
402,50.50059115541063,177.99384675734544
403,64.67743065791346,163.477079638985
404,58.925357412361315,170.87260330551953
405,75.70233636623104,156.65959608443274
406,70.51288904829843,162.46101711305386
407,86.26270945009624,151.30311533352506
408,82.26282324898553,155.409107715231
409,98.60656808166985,144.7810517237856
410,96.00468100624151,151.1961181377469
411,106.02362080920688,142.77951943343484
412,119.1174308072488,132.27520444955485
413,116.36620094608826,138.77504648514636
414,131.375135405785,125.81415464017576
415,127.86884974261326,132.22395691777876
416,143.433709473219,117.74980125269666
417,140.62960790142267,125.06865821996242
418,154.58591167507555,111.98017906655924
419,149.8694821227951,118.647181622899
420,166.48688815416247,103.97178619652894
421,163.28757134654032,110.01812934665506
422,177.02886490500882,96.84237224534104
423,175.32693390292619,103.25477858037519
424,186.3636124550463,91.6856666986002
425,199.90955085104582,86.08248124014497
426,195.38797401382178,92.93107826750672
427,211.07649763550398,79.8731435972371
428,209.13655121668393,85.9737988458393
429,223.746855371935,71.80981840868756
430,219.68420382057033,80.72978808945797
431,234.84679651981605,65.14951724149174
432,231.52418681954452,71.51457704720202
433,245.37399714132923,58.39178548387751
434,242.56998830007046,64.26785789170351
435,255.9128904010699,52.45797468956421
436,252.7663667088229,58.528176978608435
437,267.52196618348944,44.754307560514285
438,262.30970543804216,52.720474451938216
439,280.0946035524362,36.975114002030885
440,293.0165920592194,33.59588594171214
441,289.1831667740708,39.39535878462362
442,302.34573164832034,28.271070602207825
443,314.4165060884109,19.724803922600582
444,309.4068328542409,26.14186317128135
445,323.812671593653,13.26055005494351
446,335.6828746940199,6.653866126327254
447,332.28859684047353,13.508420348745235
448,342.34928312970226,7.545195665686202
449,7.54341135128175,209.12320748043786
450,4.735761549324312,214.60554369020454
451,18.94178204687044,201.5988298130584
452,16.10492609279565,210.1127278561631
453,29.95948143942676,197.50746551609006
454,27.02633334449716,201.59931639970665
455,43.47470006434407,191.20813671342182
456,39.63166399503134,196.1529052569047
457,49.22281992606427,190.38319007933148
458,64.28514914379176,177.90659777712216
459,57.87127130783317,184.83889154880757
460,76.40344958025625,168.74879268529972
461,71.5280691959826,176.41422138561433
462,87.66462597919222,162.25895270828462
463,81.9744070217447,169.87856427499057
464,99.88799204435936,156.34518485672518
465,94.45258645393172,163.256129341505
466,107.37151502193426,156.48423962209858
467,119.39945783732578,142.72095692665886
468,116.30807991188321,148.77526319653555
469,134.34477878981988,138.2548433326273
470,129.70650851500181,144.3427993660899
471,142.6972821365355,132.8990515172724
472,153.5656239817945,124.28995001817363
473,151.17244499744544,132.14671527206326
474,167.0339092915848,117.61777339372017
475,161.23318279344295,125.1829111776821
476,178.61514484903617,110.3946358537593
477,174.6073882757592,117.55364683276159
478,187.8394259442479,102.25990259980243
479,184.85190252443985,111.1628750108584
480,199.37488518119247,97.01929267355051
481,195.43533080404814,103.1201166519413
482,212.12346486782897,90.06199898178258
483,208.6018742613547,97.91062008625536
484,221.14839586245103,90.30697497928301
485,232.89528628256815,80.30930642784261
486,229.61768713287117,87.03224992799682
487,242.15367276791955,79.1417824074005
488,256.30275082451334,64.79061945553958
489,267.58431657118297,60.3383753089641
490,265.1913947571716,66.31850284432925
491,278.9143591728771,54.46422868382279
492,275.4460615963912,58.691487657280945
493,290.422466026861,46.198074143725826
494,287.56479735011646,51.65250852100835
495,302.19590888420817,37.01066189964695
496,298.16233494153755,45.87023223644235
497,313.87370088544947,31.146635547804763
498,308.6872081735256,39.70990437669623
499,324.8013498318461,23.955619656941312
500,321.65113068618587,30.802385378346422
501,335.2068150070698,18.60639425854623
502,332.28833040232524,24.70444818805411
503,347.12813081252773,14.074163457252917
504,344.29093473842744,20.606457027912764
505,359.4676273644946,5.544300746816445
506,355.70242069974034,13.080708978442948
507,365.0433623274381,6.600812355806482
508,6.240860341806103,222.67715198310714
509,2.0177138643909376,229.30542294842905
510,18.917268414711355,215.4845195386569
511,15.093481407519633,220.33242430898812
512,29.94576612544726,208.69550153379046
513,27.586603670429188,215.4933540086645
514,38.43706707648685,208.93401693479439
515,54.41496992721637,196.63661774575047
516,49.46261503267475,202.97442507091898
517,63.501443476786534,189.6579567039952
518,76.09655638926895,184.49320230232019
519,85.74804888294214,177.67920232961578
520,84.26604267161805,184.2165654193603
521,98.1400480142594,169.85918947754695
522,93.28566640351765,177.5397435143177
523,110.42435016786247,161.492259734316
524,105.68513767456544,170.74406446538714
525,119.9571706044098,157.3395387780799
526,117.66125505670956,161.843995025716
527,131.2779937274078,150.77533449570987
528,129.14892859754593,156.71782951913943
529,141.6965115581017,142.59109292465433
530,138.6066744704007,150.44050965414365
531,153.09063278379094,138.24480952665465
532,151.1724170604301,144.34281406338502
533,165.01128809395883,129.71224240277638
534,161.1744670548964,136.2448244449288
535,178.34693995680357,125.1616547947573
536,172.56978094898085,130.70918255168078
537,187.635695114657,116.46721679891839
538,183.90677371556902,124.16433813471312
539,198.84883727220455,110.99592361822386
540,197.2105344186734,118.64083271470513
541,212.34477742793254,103.49020882015458
542,208.51431174650153,111.11032804222013
543,224.37986153094965,96.71935983607565
544,219.01926243975564,104.27168243733742
545,229.55018211868978,96.30952518140111
546,243.2892876404674,83.77620813011697
547,239.97354735542794,91.26790689074365
548,256.4348601545717,78.87406462858293
549,253.3626733949505,83.9619692119218
550,266.9711835753482,71.90174409291852
551,263.2371382997141,79.51293306683253
552,280.2545914602059,66.53139232044123
553,274.4485083393891,72.90940278386117
554,289.6806922629688,58.92590269360105
555,287.80490826312905,65.41952132647566
556,302.8384929294776,51.10905381392395
557,297.10393947099544,59.80951641896687
558,313.0467998441964,44.618058455940265
559,309.3694759231921,52.21818522807587
560,323.45374676536136,39.032227657657934
561,320.7097472312424,44.719116339763886
562,336.68283401864244,33.55891341761008
563,331.00833792905183,39.14741262164777
564,346.13049088920644,25.13891000764008
565,344.3495509635986,31.66756640461375
566,359.6299981067506,20.665595689270663
567,353.76103644520833,25.141818604255935
568,369.0855626810182,14.601661149714957
569,367.7634018519429,21.043879363248628
570,381.08198176802165,5.723083929387096
571,378.33758305733346,12.948889688920072
572,387.7609804753622,5.728933129747365
573,5.174206423058609,234.27635313953823
574,4.017232672644312,241.24816483724945
575,19.57080338426608,226.5628646552449
576,31.395986947388582,221.08981192973303
577,28.30670281690292,227.4329750281187
578,42.510676080169745,213.80537179763166
579,37.81671781323266,222.19571054330805
580,53.22717557020848,208.0820360756845
581,47.70031379896068,216.08441894559832
582,63.633869473167096,201.90366134356003
583,58.58317853745689,208.6486438002739
584,74.14344504402669,201.92034519544183
585,84.97671998882268,192.1128394358256
586,97.91583536451239,182.20562258902623
587,92.1831395879111,190.74957875582467
588,109.42346530696302,176.43908817136145
589,104.62168340655074,182.02327124506795
590,119.70614185227865,170.85628866086853
591,117.96682875292808,177.4454444782812
592,133.04999747035205,162.36447926488506
593,129.28011316352624,169.90999310541847
594,144.34909180240987,156.6732752710631
595,139.60811739806047,164.36362810227067
596,153.566698614104,151.19732676532874
597,149.8923550192315,157.78517080977963
598,167.0114536214253,144.77754536794708
599,163.23367531887774,150.30646893948688
600,176.34631028223504,138.24512370852366
601,174.5712383477298,143.78281324599163
602,188.85036260623556,130.77754779890094
603,184.97688640833348,136.24848787820886
604,200.32507149906658,123.76727587857424
605,198.103576631363,131.26498594823286
606,210.26791608949432,118.83475211762467
607,207.56355367617908,126.22667849129992
608,222.6581828387064,111.0213246380122
609,218.81070441478792,117.71480983432876
610,234.90412196303112,103.62693089038308
611,230.19915645116296,110.91453653851521
612,245.4867508289149,96.56619737517046
613,242.17361717579098,103.02745159377466
614,257.4754040685148,90.46041651490617
615,252.63316431736735,97.96211945161724
616,266.899701784056,85.96396690826509
617,264.1193848068538,92.4926160741603
618,279.22062135045525,78.42610363393541
619,274.4466934535647,85.96059901101063
620,289.54197112761915,72.89246425675647
621,286.7658633925007,78.42324256229334
622,300.8608243886158,64.3543527260954
623,297.0871576036274,72.88960686651215
624,314.1785866848816,58.816566715075275
625,310.40675067272076,64.35440845054201
626,323.49935140209465,53.28277019343301
627,319.726986830772,57.819417243540705
628,336.81818322035804,46.7459043038084
629,331.04776334727353,53.286097313394706
630,348.13963752016673,40.21229097493708
631,342.3666090572609,45.74922344819506
632,359.63012470543646,32.61838567658049
633,353.7042043991563,38.205718585044096
634,370.1523271759563,27.141821192258465
635,365.7634537727712,33.240591708777636
636,381.49056151822737,20.795576400014852
637,393.2046359561206,14.6839973433697
638,387.57530870090625,21.04388532314224
639,402.99965596213497,7.853425486100337
640,401.07485170536177,15.524702670975168
641,409.9948032202807,7.760352089698622
642,8.240693305076624,247.87694913726762
643,2.7356851795267527,255.94824204809865
644,18.63681132573418,242.99581030174645
645,16.104920423508666,250.21949159617031
646,30.45861857947265,235.72343339635572
647,28.72585361642629,243.19750707103051
648,41.49517378818243,229.55627930971744
649,37.36299689323675,236.37386255121785
650,52.573000982749434,223.2532360882616
651,48.70560523453229,228.16296603353612
652,62.74646155650108,215.43443428846578
653,58.595089607755384,222.6377864060471
654,76.39810916367756,205.31707019359166
655,85.35449843998077,205.66944065843944
656,95.63521538267915,198.55331832958973
657,91.78948450123168,205.140202883053
658,110.35582821065509,190.60917666757672
659,105.05767477356953,197.7192384127663
660,120.72686125273002,183.98334498746587
661,117.94934313389925,189.53499199309027
662,133.00945669312628,177.38285873595237
663,128.142810689451,181.872319306417
664,143.3458199107243,168.8368143341265
665,139.43964167397334,175.1627310782414
666,153.7022676921285,163.3644073050326
667,150.89927775657105,170.7325601012211
668,167.0395131446798,157.86022117404823
669,163.26507220446675,164.37759503400244
670,177.38161278337384,149.38073557841633
671,174.7064385203627,156.96958051633814
672,187.9090637308893,142.74051056735038
673,183.95236959099196,149.4807083169978
674,203.11353521952387,138.68260999844412
675,197.5763528977745,142.35460352071863
676,209.6324804728267,131.78319979304658
677,223.48535999781967,124.42268898213861
678,216.9213471098378,132.79593736236149
679,234.94157309336282,117.63912219783107
680,230.17787582490917,123.36959598720071
681,244.23202884864287,112.04649523354013
682,241.49833619497207,117.64838995023563
683,255.56792012687924,105.56948597120955
684,252.83778830816019,111.15992631036002
685,268.90031345263634,97.03271424573525
686,263.12854964361344,104.58922468793288
687,280.20392753461493,91.48681669233724
688,274.4355872346153,97.03006206587716
689,289.5027840765529,84.8956591279109
690,286.6304689320914,92.37808494962304
691,300.8603256134755,79.40612598261296
692,297.05282706043783,83.7832828220411
693,313.1804751380593,71.88994855281929
694,310.41046003600314,78.41400453286994
695,323.5166780043997,65.36439087944915
696,319.7386080937073,72.89332495282314
697,336.8576086732611,59.884589216618615
698,332.1831147933002,66.47310402447883
699,346.1562144889276,51.31288533087506
700,344.41221368261745,57.99978208908105
701,358.50528930030055,44.805065049362724
702,354.81956652860555,53.413943067684265
703,371.08529752727696,37.70154660274928
704,365.07760811317,45.86085569612246
705,379.42949107959345,32.47839534930867
706,377.32259307185325,37.34921048838355
707,393.730267524348,25.646583957488446
708,388.0409557320408,32.11177066179699
709,402.02153096372786,24.69389696067195
710,415.1045831629404,14.046632791269928
711,427.22455362342004,5.6632512194791795
712,422.75663790123514,12.526120443229875
713,432.90668649270907,5.545479188745542
714,7.543137363264094,262.43042274862
715,4.773251044182036,268.95471502086986
716,18.917334838541116,254.0512267350899
717,14.093595968884355,262.43765749898125
718,31.028022411314364,249.01233039403922
719,25.584275291529476,255.83157391909097
720,37.95471981608904,246.12953209416264
721,52.05714933119668,236.06100904999474
722,46.06189125959964,239.96469020936163
723,63.83695991350291,228.2742723165502
724,61.424715190482665,234.18550983677196
725,77.3734343650629,222.27518072806282
726,71.69328999475377,228.62819498276573
727,89.31305499427192,215.08459367605923
728,85.72919966439038,220.8510506052876
729,108.44203985118497,204.15233409536225
730,102.3337950786187,210.50285802325075
731,121.64807633236337,195.0707663989514
732,116.76230848525717,201.66725574893928
733,132.2313675900369,188.0866133357456
734,126.6466565642595,197.0332311447033
735,143.6256025369078,181.683014658036
736,139.31139875925973,188.33000234771703
737,153.74115008831757,176.51761378289194
738,149.54864538095075,180.2746681189023
739,165.1362312559506,170.85754264153326
740,163.57645531929694,175.91624067412397
741,177.10086576729643,164.8239510358057
742,175.18961894587835,168.91495718777037
743,189.68804496792393,157.70760262247646
744,184.57680779405288,164.5752154499823
745,200.00914200189385,148.41286851968127
746,196.07727226066396,156.19815619340355
747,207.2189672177687,149.2575237165345
748,223.01009233351022,138.12030827620515
749,218.33167273668846,143.34352675476234
750,234.92464244353118,132.606068288082
751,231.62743100767236,139.50578013979643
752,244.3982642996665,123.31002309809404
753,241.29419905144263,130.3064722707132
754,256.90403806726556,118.17954393883008
755,253.56912291113719,123.64256863425936
756,266.90428698339093,112.34594451646518
757,264.2643850851786,117.63205631280393
758,278.1438163333079,105.5896129866143
759,276.4324147684909,110.3488803148925
760,288.7825505901929,97.59481012241369
761,287.151251831024,105.57996821757973
762,300.8608507823999,91.62137570863464
763,297.40026539837226,96.84289677269383
764,314.2267450759229,83.90431702853454
765,310.7309518468491,91.9753957530153
766,324.57887963399776,77.43717787398764
767,319.78481966535605,85.01458515517456
768,337.57753386674034,71.3282875873251
769,333.6591395821963,77.44504253697716
770,346.21549280075027,67.22991196755203
771,343.0647836408082,74.07670594117396
772,360.1876645749247,59.330819963046686
773,355.0090908262977,64.89508225374604
774,369.785509737021,53.158896475295144
775,366.72151684011715,60.08230900276008
776,382.02685328126296,46.63649466174189
777,377.0189914350862,53.814432142478736
778,393.327727473413,40.02041592017762
